lat,long,data,visualization,society,date
50.94,6.96,2.67,1.67,3.33,2/20/2019
37.56,-122.33,2.33,2.67,0.67,2/20/2019
38.30,-77.46,2.67,2.67,2.67,2/20/2019
13.76,100.50,1.00,0.00,2.00,2/20/2019
19.43,-99.13,1.67,2.67,4.00,2/20/2019
30.27,-97.74,2.67,3.67,3.00,2/20/2019
51.51,-0.13,3.67,3.33,2.33,2/20/2019
39.10,-84.51,2.67,1.67,1.67,2/20/2019
34.05,-118.24,2.00,2.00,2.00,2/20/2019
52.95,-1.16,3.33,2.67,2.00,2/20/2019
37.77,-122.42,2.00,3.67,3.33,2/20/2019
28.05,-14.35,3.00,3.33,1.67,2/20/2019
34.05,-118.24,1.00,1.00,0.00,2/20/2019
51.51,-0.13,3.00,2.67,1.67,2/20/2019
41.88,-87.63,4.00,3.33,3.33,2/20/2019
40.68,-73.94,3.67,4.00,2.00,2/20/2019
52.16,5.39,2.33,3.67,1.67,2/20/2019
13.76,100.50,2.67,1.67,3.33,2/20/2019
6.52,3.38,3.00,2.67,2.33,2/20/2019
41.88,-87.63,3.00,3.67,3.33,2/20/2019
43.46,-80.52,2.00,2.33,0.67,2/20/2019
42.28,-83.74,5.00,5.00,1.33,2/20/2019
-23.55,-46.63,1.00,2.00,4.00,2/20/2019
35.69,139.69,3.67,2.67,0.67,2/20/2019
34.05,-118.24,1.67,1.67,1.33,2/20/2019
33.47,-82.01,1.33,2.00,2.00,2/20/2019
41.59,-88.06,3.33,3.67,3.33,2/20/2019
25.66,-80.29,2.33,3.33,1.33,2/20/2019
43.65,-79.38,3.00,3.33,2.33,2/20/2019
40.71,-74.01,3.33,3.67,3.00,2/20/2019
23.68,90.36,3.67,2.00,0.00,2/20/2019
48.75,-122.48,2.00,2.33,2.67,2/20/2019
21.31,-157.86,3.00,3.00,0.67,2/20/2019
53.27,-9.06,2.33,2.67,2.33,2/20/2019
-25.48,-49.30,4.00,3.67,3.67,2/20/2019
,,0.00,0.00,0.00,2/20/2019
37.99,-122.59,3.33,3.00,2.67,2/20/2019
37.87,-122.27,4.00,4.00,3.00,2/20/2019
40.36,-74.67,4.00,3.67,4.00,2/20/2019
52.21,0.12,4.00,4.00,2.67,2/20/2019
43.65,-79.38,4.00,4.00,4.00,2/20/2019
33.57,-117.73,1.67,3.67,2.00,2/20/2019
51.51,-0.13,3.00,3.67,3.33,2/20/2019
47.61,-122.33,4.00,3.67,4.33,2/20/2019
43.65,-79.38,3.67,3.67,4.00,2/20/2019
41.31,-72.93,4.00,3.67,1.00,2/20/2019
-37.81,144.96,3.33,3.33,1.67,2/20/2019
34.05,-118.24,1.67,2.00,1.67,2/20/2019
30.44,-84.28,4.00,4.00,4.33,2/20/2019
33.08,-83.23,4.00,4.00,4.67,2/20/2019
36.19,-94.54,3.00,3.00,3.00,2/20/2019
42.36,-71.06,2.67,2.67,3.00,2/20/2019
-41.29,174.78,3.00,3.67,2.00,2/20/2019
41.88,-87.63,3.67,3.33,2.67,2/20/2019
37.37,-122.04,2.33,4.00,4.33,2/20/2019
40.44,-80.00,3.00,3.67,2.67,2/20/2019
-33.87,151.21,3.33,3.00,2.00,2/20/2019
39.95,-75.17,1.67,2.00,1.67,2/20/2019
33.75,-84.39,3.00,2.67,3.33,2/20/2019
38.63,-90.20,3.67,4.00,3.00,2/20/2019
33.45,-112.07,3.33,3.00,3.67,2/20/2019
34.08,-117.69,4.00,2.00,3.33,2/20/2019
37.34,-121.89,2.00,1.67,1.00,2/20/2019
35.60,-82.55,2.67,2.67,2.33,2/20/2019
,,3.33,3.67,3.67,2/20/2019
13.69,-89.22,3.67,3.67,1.67,2/20/2019
40.45,-78.38,4.00,3.33,3.00,2/20/2019
39.08,-77.15,2.67,3.00,2.33,2/20/2019
-36.85,174.76,3.00,2.67,2.33,2/20/2019
41.14,-81.86,4.00,3.33,2.00,2/20/2019
27.66,-81.52,1.00,2.67,1.00,2/20/2019
-37.81,144.96,4.33,3.33,3.67,2/20/2019
32.76,-97.33,2.67,2.33,2.00,2/20/2019
38.90,-77.27,2.33,3.67,4.00,2/20/2019
25.76,-80.19,3.00,3.67,2.67,2/20/2019
42.74,-84.48,3.33,4.33,3.00,2/20/2019
-33.87,151.21,2.33,2.00,2.00,2/20/2019
,,2.67,2.67,0.33,2/20/2019
25.76,-80.19,3.67,4.00,3.33,2/20/2019
49.28,-123.12,4.00,3.33,2.00,2/20/2019
42.28,-83.74,4.33,3.67,3.67,2/20/2019
24.86,67.00,1.00,1.00,1.00,2/20/2019
1.35,103.82,2.33,1.67,2.00,2/20/2019
40.71,-74.01,2.00,1.00,2.00,2/20/2019
42.36,-71.06,2.33,3.67,2.33,2/20/2019
40.30,-111.69,2.67,2.67,1.67,2/20/2019
42.36,-71.06,3.67,2.67,1.00,2/20/2019
20.59,78.96,3.33,3.33,3.00,2/20/2019
45.42,-75.70,1.67,3.00,3.00,2/20/2019
40.71,-74.01,3.00,3.00,2.67,2/20/2019
41.88,-87.63,3.67,4.00,2.33,2/20/2019
38.96,-77.36,1.33,1.33,2.00,2/20/2019
49.28,-123.12,3.33,3.67,4.00,2/20/2019
45.50,-73.57,2.67,3.33,3.33,2/20/2019
38.29,-122.46,3.33,3.67,2.67,2/20/2019
38.96,-77.36,4.00,3.33,3.00,2/20/2019
12.97,77.59,2.33,3.33,2.33,2/20/2019
41.88,-87.63,4.00,3.00,3.00,2/20/2019
-40.90,174.89,3.00,3.00,3.67,2/20/2019
39.95,-75.17,4.00,4.00,2.67,2/20/2019
17.39,78.49,3.33,3.00,3.00,2/20/2019
-41.29,174.78,2.67,2.67,1.67,2/20/2019
,,0.00,0.00,0.00,2/20/2019
34.05,-118.24,2.67,3.00,1.00,2/20/2019
37.77,-122.42,1.33,1.33,1.33,2/20/2019
34.11,-117.59,4.33,5.00,4.67,2/20/2019
40.44,-80.00,2.00,3.33,1.33,2/20/2019
45.51,-122.66,3.67,3.67,2.33,2/20/2019
34.05,-118.24,1.67,2.33,1.00,2/20/2019
-27.47,153.03,2.00,2.67,1.67,2/20/2019
40.75,-73.98,2.67,2.33,2.33,2/20/2019
40.42,-86.88,2.33,1.67,4.00,2/20/2019
43.66,-70.26,2.33,3.67,2.67,2/20/2019
33.75,-84.39,2.33,3.33,2.00,2/20/2019
41.12,-73.79,3.67,3.67,3.33,2/20/2019
14.60,121.04,3.00,3.00,2.33,2/20/2019
28.54,-81.38,4.00,4.00,2.67,2/20/2019
44.05,-123.09,3.33,3.67,2.33,2/20/2019
42.28,-83.74,4.00,3.67,1.67,2/20/2019
40.44,-80.00,2.33,2.33,3.00,2/20/2019
39.77,-86.16,3.67,3.67,2.67,2/20/2019
43.65,-79.38,2.67,2.33,1.00,2/20/2019
19.08,72.88,3.67,3.00,3.00,2/20/2019
-6.21,106.85,3.00,3.33,2.33,2/20/2019
45.51,-122.66,3.00,3.00,2.00,2/20/2019
42.65,-73.76,3.00,3.00,2.33,2/20/2019
,,3.33,3.67,2.67,2/20/2019
47.56,-52.71,2.33,2.00,0.67,2/20/2019
3.14,101.69,2.67,1.00,0.00,2/20/2019
37.29,-121.95,1.00,1.67,3.00,2/20/2019
37.69,-122.31,4.00,4.33,2.33,2/20/2019
-17.81,-63.16,0.00,0.33,0.00,2/20/2019
,,4.00,4.67,3.33,2/20/2019
39.10,-84.51,3.00,3.00,3.00,2/20/2019
33.75,-84.39,2.67,2.67,2.00,2/20/2019
38.91,-77.04,4.00,3.00,2.67,2/20/2019
12.97,77.59,3.67,3.00,3.33,2/20/2019
42.89,-78.88,3.00,3.00,3.00,2/20/2019
43.64,-72.25,3.00,2.67,2.33,2/20/2019
40.01,-105.27,2.33,3.00,2.00,2/20/2019
33.68,-117.83,2.67,1.33,0.67,2/20/2019
34.05,-118.24,3.33,3.00,2.00,2/20/2019
44.98,-93.27,3.67,3.67,2.67,2/20/2019
30.27,-97.74,3.67,4.00,3.00,2/20/2019
32.78,-79.93,3.00,2.67,2.33,2/20/2019
41.88,-87.63,2.67,3.67,3.67,2/20/2019
42.36,-71.06,4.00,3.67,4.00,2/20/2019
33.75,-84.39,1.67,1.00,1.00,2/20/2019
32.54,-116.97,4.00,3.67,3.00,2/20/2019
40.71,-74.01,3.67,3.67,3.00,2/20/2019
42.36,-71.06,3.00,2.67,1.67,2/20/2019
37.77,-122.42,1.00,1.67,3.67,2/20/2019
-20.16,57.50,2.00,2.00,3.00,2/20/2019
35.78,-78.64,4.00,4.33,3.67,2/20/2019
55.76,37.62,3.00,3.00,2.67,2/20/2019
35.23,-106.66,3.33,4.00,3.33,2/20/2019
40.63,-89.40,1.33,1.67,1.33,2/20/2019
40.71,-74.01,3.00,2.67,1.33,2/20/2019
36.16,-86.78,3.33,3.33,3.00,2/20/2019
19.08,72.88,2.33,1.67,2.67,2/20/2019
42.98,-81.25,2.00,1.00,2.00,2/20/2019
47.67,-122.12,3.00,3.00,0.33,2/20/2019
40.71,-74.01,3.67,4.33,4.33,2/20/2019
39.29,-76.61,2.67,4.00,4.00,2/20/2019
,,1.67,2.33,3.00,2/20/2019
20.66,-103.35,4.00,3.67,3.67,2/20/2019
39.74,-104.99,4.00,4.00,2.33,2/20/2019
37.34,-121.89,3.67,3.00,2.33,2/20/2019
19.43,-99.13,1.67,2.33,0.33,2/20/2019
19.04,-98.21,4.33,4.67,4.33,2/20/2019
38.91,-77.04,3.33,3.00,0.33,2/20/2019
37.37,-122.04,3.00,3.00,3.00,2/20/2019
37.67,-122.08,3.00,1.33,3.67,2/20/2019
36.60,-121.89,2.33,2.00,2.33,2/20/2019
37.32,-122.03,1.00,1.00,1.00,2/20/2019
19.08,72.88,2.00,2.33,3.67,2/20/2019
22.72,75.86,3.33,3.67,2.67,2/20/2019
37.34,-121.89,2.00,2.00,2.33,2/20/2019
38.88,-77.09,2.67,3.00,3.33,2/20/2019
18.52,73.86,3.67,3.67,2.33,2/20/2019
53.99,-1.54,3.00,3.00,1.33,2/20/2019
43.65,-79.38,2.33,3.00,2.67,2/20/2019
22.40,114.11,3.00,3.33,1.67,2/20/2019
45.50,-73.57,4.00,4.33,3.67,2/20/2019
47.61,-122.33,4.00,4.33,3.00,2/20/2019
43.65,-79.38,3.33,4.00,2.33,2/20/2019
36.15,-95.99,0.00,0.00,0.00,2/20/2019
34.05,-118.24,2.33,1.67,2.00,2/20/2019
1.35,103.82,3.67,4.00,3.33,2/20/2019
45.68,-111.04,4.00,2.67,0.67,2/20/2019
38.25,-85.76,3.33,3.00,2.67,2/20/2019
31.52,74.36,3.33,2.33,4.67,2/20/2019
39.10,-84.51,4.00,4.33,4.67,2/20/2019
40.71,-74.01,3.67,4.00,2.33,2/20/2019
38.63,-90.20,4.00,4.00,4.00,2/20/2019
40.33,-111.90,3.00,3.00,2.00,2/20/2019
38.91,-77.04,2.00,2.33,2.00,2/20/2019
-25.86,28.09,2.67,3.00,1.67,2/20/2019
-6.21,106.85,1.00,0.33,1.00,2/20/2019
28.54,-81.38,3.33,3.33,0.67,2/20/2019
28.61,77.21,3.67,3.33,2.00,2/20/2019
42.33,-83.05,3.00,3.00,2.00,2/20/2019
49.28,-123.12,0.67,0.00,0.00,2/20/2019
47.61,-122.33,2.67,3.33,1.67,2/20/2019
22.72,75.86,4.00,3.67,3.67,2/20/2019
20.59,78.96,2.00,1.67,0.00,2/20/2019
47.61,-122.33,2.67,2.67,2.33,2/20/2019
-33.87,151.21,4.67,4.67,4.33,2/20/2019
40.71,-74.01,3.67,3.33,2.67,2/20/2019
47.61,-122.33,1.33,0.67,1.00,2/20/2019
-32.93,151.78,3.33,3.67,3.00,2/20/2019
47.61,-122.33,4.00,4.67,3.00,2/20/2019
40.01,-105.27,1.00,2.00,0.67,2/20/2019
37.77,-122.42,3.00,3.00,3.00,2/20/2019
-35.68,-71.54,2.67,3.33,1.00,2/20/2019
29.76,-95.37,4.00,3.67,4.00,2/20/2019
28.70,77.10,3.67,2.67,3.33,2/20/2019
47.50,19.04,2.67,4.00,4.00,2/20/2019
37.34,-121.89,2.33,3.33,3.00,2/20/2019
37.77,-122.42,4.00,3.67,2.67,2/20/2019
34.05,-118.24,4.00,4.00,2.67,2/20/2019
37.37,-122.04,4.00,3.67,2.33,2/20/2019
49.90,-97.14,3.33,3.00,2.00,2/20/2019
57.48,-4.22,1.33,2.00,1.67,2/20/2019
33.84,-118.34,4.00,3.00,4.00,2/20/2019
39.10,-84.51,2.33,2.67,3.67,2/20/2019
37.83,-122.29,0.67,1.67,3.00,2/20/2019
40.71,-74.01,3.00,3.00,2.67,2/20/2019
42.36,-71.06,2.67,3.33,1.67,2/20/2019
36.10,-115.17,2.00,3.67,3.33,2/20/2019
38.95,-92.33,4.00,3.67,3.00,2/20/2019
-33.87,151.21,3.00,2.67,1.33,2/20/2019
-6.21,106.85,1.67,2.00,0.33,2/20/2019
51.51,-0.13,0.67,1.67,2.67,2/20/2019
42.24,-83.61,4.00,2.67,2.00,2/20/2019
41.72,44.83,4.00,3.67,3.33,2/20/2019
,,1.00,1.00,1.00,2/20/2019
56.95,24.11,3.67,4.00,3.33,2/20/2019
47.69,-2.74,3.67,3.00,2.00,2/20/2019
-1.29,36.82,3.67,3.33,4.00,2/20/2019
51.51,-0.13,3.33,3.33,3.00,2/20/2019
15.87,100.99,1.33,1.67,0.00,2/20/2019
35.86,104.20,4.00,3.67,4.67,2/20/2019
22.72,75.86,3.33,3.67,2.67,2/20/2019
19.08,72.88,1.00,1.00,1.00,2/20/2019
37.32,-122.03,2.33,1.00,1.33,2/21/2019
41.88,-87.63,2.33,2.00,0.67,2/21/2019
33.49,-111.93,1.33,1.00,3.00,2/21/2019
40.06,-74.41,3.67,2.67,0.33,2/21/2019
35.91,-79.06,3.33,4.00,3.67,2/21/2019
40.06,-74.41,3.33,2.33,0.33,2/21/2019
3.14,101.69,3.00,3.00,3.00,2/21/2019
-22.27,166.44,3.00,3.00,1.33,2/21/2019
51.25,-85.32,3.00,4.00,4.00,2/21/2019
28.54,-81.38,3.00,3.00,3.33,2/21/2019
49.82,6.13,0.00,0.00,1.00,2/21/2019
51.51,-0.13,3.67,3.67,3.33,2/21/2019
37.49,-122.24,2.00,2.33,2.33,2/21/2019
-33.87,151.21,4.00,3.67,3.00,2/21/2019
33.95,-83.36,1.33,2.00,3.00,2/21/2019
37.51,-122.26,4.00,3.67,3.00,2/21/2019
46.81,-71.21,2.67,2.00,2.00,2/21/2019
39.10,-84.51,3.67,3.67,3.33,2/21/2019
45.51,-122.66,0.67,1.00,1.33,2/21/2019
51.90,-8.48,3.00,3.00,1.00,2/21/2019
51.51,-0.13,3.33,4.00,2.33,2/21/2019
55.86,-4.25,3.33,3.33,3.00,2/21/2019
41.77,140.73,3.33,3.33,3.00,2/21/2019
30.27,-97.74,0.67,2.00,3.00,2/21/2019
1.35,103.82,0.00,0.33,2.67,2/21/2019
19.43,-99.13,2.67,2.00,2.33,2/21/2019
-31.95,115.86,2.33,2.33,1.33,2/21/2019
38.63,-90.20,3.67,3.33,2.33,2/21/2019
19.43,-99.13,2.67,2.00,3.67,2/21/2019
49.45,11.08,4.00,3.67,3.33,2/21/2019
47.46,-122.29,1.00,1.00,2.00,2/21/2019
25.03,121.57,1.67,2.67,1.00,2/21/2019
60.17,24.94,1.67,2.00,1.33,2/21/2019
12.97,77.59,3.33,3.33,2.67,2/21/2019
13.08,80.27,2.67,3.00,2.00,2/21/2019
50.45,30.52,2.67,2.67,1.67,2/21/2019
-41.29,174.78,3.00,3.33,2.67,2/21/2019
47.38,8.54,4.00,4.00,3.67,2/21/2019
37.52,-122.28,4.00,4.33,3.33,2/21/2019
52.52,13.40,3.33,2.67,1.33,2/21/2019
52.13,5.29,1.67,0.67,3.33,2/21/2019
-26.20,28.05,3.67,3.67,3.00,2/21/2019
38.93,-77.18,2.33,2.00,2.33,2/21/2019
50.55,5.31,3.33,3.33,2.67,2/21/2019
37.24,-121.96,3.67,3.00,3.00,2/21/2019
12.97,77.59,1.67,3.33,3.00,2/21/2019
33.79,-117.85,3.67,3.33,3.67,2/21/2019
32.96,-117.27,3.00,2.33,3.00,2/21/2019
52.29,-1.52,4.33,4.00,3.33,2/21/2019
47.67,-122.12,3.33,3.67,3.67,2/21/2019
37.39,-122.08,3.67,4.00,3.00,2/21/2019
52.37,-1.27,1.00,1.67,2.33,2/21/2019
37.34,-121.89,2.67,3.33,2.33,2/21/2019
13.08,80.27,3.00,2.33,2.67,2/21/2019
48.21,16.37,3.00,2.67,2.00,2/21/2019
37.77,-122.42,1.67,2.00,0.33,2/21/2019
12.97,77.59,3.33,3.67,3.33,2/21/2019
37.98,23.73,3.00,4.00,1.67,2/21/2019
51.51,-0.13,4.00,4.33,4.00,2/21/2019
47.50,19.04,1.67,2.67,2.33,2/21/2019
41.90,12.50,3.33,3.00,2.67,2/21/2019
37.77,-122.42,3.33,3.00,0.67,2/21/2019
37.57,126.98,4.67,3.67,3.33,2/21/2019
34.46,-118.57,3.67,4.00,2.33,2/21/2019
29.95,-90.07,4.33,5.00,5.00,2/21/2019
47.61,-122.33,3.67,4.67,5.00,2/21/2019
46.95,7.45,5.00,5.00,5.00,2/21/2019
33.68,-117.83,2.67,2.33,2.00,2/21/2019
52.22,6.89,1.67,3.33,3.33,2/21/2019
37.77,-122.42,1.67,2.00,2.00,2/21/2019
37.57,126.98,4.00,4.00,3.33,2/21/2019
38.91,-77.04,4.00,3.67,3.00,2/21/2019
52.21,0.12,3.00,3.00,2.67,2/21/2019
35.69,139.69,3.00,2.33,2.33,2/21/2019
20.59,78.96,1.00,1.00,0.00,2/21/2019
39.96,-75.16,2.67,2.00,2.00,2/21/2019
48.86,2.35,3.00,2.33,1.67,2/21/2019
47.61,-122.20,1.33,2.00,2.33,2/21/2019
12.97,77.59,3.67,2.33,3.00,2/21/2019
47.38,8.54,4.00,4.33,5.00,2/21/2019
38.91,-77.04,3.67,3.67,3.33,2/21/2019
51.51,-0.13,3.67,3.33,2.00,2/21/2019
50.85,4.35,4.33,4.33,3.00,2/21/2019
48.86,2.35,2.00,2.33,2.67,2/21/2019
51.51,-0.13,3.67,2.33,1.67,2/21/2019
41.39,2.17,4.00,4.00,2.33,2/21/2019
37.57,126.98,2.67,2.67,4.00,2/21/2019
60.17,24.94,1.67,3.00,2.33,2/21/2019
52.01,4.36,0.67,2.00,0.67,2/21/2019
51.51,-0.13,3.00,2.67,1.67,2/21/2019
45.28,8.08,4.00,4.00,3.00,2/21/2019
52.37,4.90,3.00,3.00,3.33,2/21/2019
58.38,26.73,3.00,3.00,1.33,2/21/2019
52.68,-1.83,3.33,3.67,2.67,2/21/2019
,,0.67,1.00,2.33,2/21/2019
38.91,-77.04,4.00,4.33,3.67,2/21/2019
-30.56,22.94,4.33,4.33,5.00,2/21/2019
53.70,-1.78,3.67,2.67,3.00,2/21/2019
20.61,79.86,3.00,3.33,4.00,2/21/2019
1.35,103.82,2.67,2.67,0.00,2/21/2019
47.22,-1.55,4.00,3.33,2.67,2/21/2019
37.57,126.98,2.00,4.00,2.33,2/21/2019
37.46,126.71,2.00,2.00,2.00,2/21/2019
33.97,-6.85,3.00,3.00,0.33,2/21/2019
51.70,5.30,3.67,3.67,1.67,2/21/2019
17.39,78.49,4.33,4.33,3.67,2/21/2019
53.48,-2.24,4.00,3.67,3.33,2/21/2019
3.14,101.69,2.67,2.33,2.00,2/21/2019
52.52,13.40,4.00,4.67,4.33,2/21/2019
52.37,4.90,2.67,2.00,1.33,2/21/2019
48.38,31.17,2.00,2.00,2.00,2/21/2019
51.51,-0.13,2.00,2.00,2.33,2/21/2019
52.52,13.40,2.33,3.33,2.00,2/21/2019
51.90,-8.48,3.67,3.33,3.67,2/21/2019
51.51,-0.13,1.33,2.33,4.00,2/21/2019
47.61,-122.33,4.33,4.33,2.33,2/21/2019
41.65,-0.89,2.33,3.00,0.33,2/21/2019
44.98,-93.27,4.00,4.67,4.33,2/21/2019
46.28,-119.28,0.33,0.00,0.67,2/21/2019
38.72,-9.14,0.00,0.00,0.00,2/21/2019
53.35,-6.26,2.67,2.67,0.00,2/21/2019
42.70,23.32,3.00,1.67,2.00,2/21/2019
50.85,-1.19,2.67,3.33,3.33,2/21/2019
49.99,8.25,1.00,2.33,1.67,2/21/2019
54.98,-1.62,3.00,4.00,4.00,2/21/2019
52.09,-0.26,4.00,4.00,3.00,2/21/2019
45.07,7.69,3.00,3.67,3.00,2/21/2019
39.10,-94.58,0.00,2.00,2.00,2/21/2019
51.48,-3.18,4.00,4.00,3.33,2/21/2019
52.52,13.40,3.00,4.00,3.67,2/21/2019
-37.81,144.96,3.67,3.67,2.33,2/21/2019
52.13,5.29,3.33,2.33,0.67,2/21/2019
52.64,-1.14,4.00,4.00,2.67,2/21/2019
47.38,8.54,1.67,3.00,3.33,2/21/2019
46.52,6.63,3.67,3.33,3.00,2/21/2019
52.52,13.40,4.00,3.67,1.67,2/21/2019
43.65,-79.38,3.00,2.33,1.67,2/21/2019
51.51,-0.13,4.33,4.67,3.00,2/21/2019
,,3.00,3.00,2.67,2/21/2019
12.97,77.59,1.67,2.67,2.33,2/21/2019
45.46,9.19,2.33,2.67,3.33,2/21/2019
55.86,-4.25,3.33,3.33,3.00,2/21/2019
12.97,77.59,3.00,3.00,3.00,2/21/2019
52.37,4.90,2.67,3.67,3.33,2/21/2019
40.85,14.27,0.67,1.00,4.00,2/21/2019
55.76,37.62,3.67,3.33,1.33,2/21/2019
53.35,-6.26,3.00,3.67,2.00,2/21/2019
50.85,4.35,3.67,3.33,1.67,2/21/2019
35.69,51.39,4.00,4.33,1.00,2/21/2019
55.76,37.62,1.67,2.67,2.67,2/21/2019
52.13,5.29,3.00,3.00,3.00,2/21/2019
41.01,28.98,3.33,2.33,0.00,2/21/2019
22.40,114.11,4.00,3.67,3.67,2/21/2019
12.97,77.59,2.00,2.33,4.00,2/21/2019
-33.87,151.21,3.67,3.67,3.67,2/21/2019
45.46,9.19,4.67,3.67,3.67,2/21/2019
51.51,-0.13,2.67,3.00,1.00,2/21/2019
51.51,-0.13,3.67,3.33,2.00,2/21/2019
55.68,12.57,2.67,2.00,0.00,2/21/2019
39.55,-105.78,0.33,0.67,0.00,2/21/2019
46.20,6.14,2.33,2.67,0.67,2/21/2019
12.97,77.59,4.00,3.33,3.33,2/21/2019
66.50,25.73,0.67,0.00,1.00,2/21/2019
12.97,77.59,2.00,3.00,3.67,2/21/2019
17.39,78.49,1.67,3.33,2.33,2/21/2019
-21.05,55.23,4.33,4.00,2.33,2/21/2019
20.59,78.96,1.67,3.33,3.00,2/21/2019
53.48,-2.24,3.00,3.67,2.00,2/21/2019
51.51,-0.13,4.00,4.00,3.33,2/21/2019
53.65,-1.79,3.33,3.33,1.33,2/21/2019
50.91,-1.40,3.00,4.33,4.00,2/21/2019
3.11,101.66,2.00,2.67,1.67,2/21/2019
19.08,72.88,2.33,2.67,2.33,2/21/2019
51.51,-0.13,4.00,3.00,3.33,2/21/2019
12.97,77.59,4.00,4.00,4.00,2/21/2019
41.39,2.17,3.00,2.67,3.33,2/21/2019
30.44,-84.28,3.33,3.00,3.33,2/21/2019
56.16,10.20,3.00,3.67,2.67,2/21/2019
55.95,-3.19,0.00,1.33,2.00,2/21/2019
41.90,12.50,2.33,2.00,0.33,2/21/2019
12.97,77.59,4.33,4.33,3.00,2/21/2019
46.52,6.63,4.00,3.67,3.00,2/21/2019
33.75,-84.39,3.00,3.67,2.00,2/21/2019
48.86,2.35,3.00,3.00,3.00,2/21/2019
17.39,78.49,0.67,2.67,3.67,2/21/2019
40.43,-86.91,3.67,4.00,4.00,2/21/2019
,,3.67,3.33,2.67,2/21/2019
49.28,-123.12,1.33,0.67,0.33,2/21/2019
50.85,4.35,3.00,3.00,1.67,2/21/2019
37.77,-122.42,4.00,3.67,2.67,2/21/2019
59.95,11.05,2.33,2.33,1.67,2/21/2019
41.01,28.98,3.00,3.00,3.33,2/21/2019
40.42,-3.70,3.00,3.67,3.67,2/21/2019
15.87,100.99,1.33,1.33,1.67,2/21/2019
12.97,77.59,3.33,2.67,3.33,2/21/2019
44.23,-76.49,3.67,3.67,3.33,2/21/2019
37.77,-122.24,4.00,4.00,3.33,2/21/2019
33.88,-84.51,3.33,3.33,3.33,2/21/2019
-23.55,-46.63,1.00,1.33,2.00,2/21/2019
41.88,-87.63,3.67,4.00,3.67,2/21/2019
-31.95,115.86,4.00,3.33,3.33,2/21/2019
40.76,-111.89,1.33,2.67,3.00,2/21/2019
40.71,-74.01,3.00,2.00,2.33,2/21/2019
44.43,26.10,3.33,3.67,1.67,2/21/2019
42.78,-71.08,3.67,4.00,2.33,2/21/2019
17.39,78.49,3.00,3.33,1.67,2/21/2019
60.17,24.94,4.00,3.00,2.67,2/21/2019
50.99,4.84,4.00,4.00,3.33,2/21/2019
-21.45,47.09,2.67,1.67,0.67,2/21/2019
52.21,0.12,4.00,4.00,2.67,2/21/2019
29.42,-98.49,2.00,2.33,2.33,2/21/2019
53.35,-6.26,3.33,3.67,2.67,2/21/2019
17.39,78.49,2.33,1.00,1.67,2/21/2019
37.98,23.73,3.67,3.67,3.00,2/21/2019
12.97,77.59,1.00,0.67,1.67,2/21/2019
1.35,103.82,3.00,2.67,2.00,2/21/2019
42.89,-78.88,4.00,4.00,4.33,2/21/2019
53.48,-2.24,3.00,3.00,2.00,2/21/2019
52.09,5.23,2.67,3.00,2.00,2/21/2019
37.57,126.98,4.00,3.00,2.67,2/21/2019
35.78,-78.64,3.33,3.33,2.00,2/21/2019
51.51,-0.13,4.00,4.00,3.67,2/21/2019
51.51,-0.13,3.33,4.67,3.67,2/21/2019
48.14,11.58,3.67,3.67,2.00,2/21/2019
41.87,12.57,3.67,2.67,4.00,2/21/2019
40.42,-3.70,1.67,2.33,2.00,2/21/2019
34.00,-81.03,4.00,3.67,3.00,2/21/2019
42.37,-71.11,3.00,1.33,3.33,2/21/2019
13.08,80.27,3.67,3.33,3.67,2/21/2019
3.07,101.52,0.33,1.00,0.67,2/21/2019
49.01,12.10,1.33,2.33,2.00,2/21/2019
41.90,12.50,4.33,5.00,4.67,2/21/2019
-26.20,28.05,2.67,1.67,3.00,2/21/2019
39.14,-77.20,3.33,3.00,3.67,2/21/2019
55.68,12.57,2.67,2.00,1.67,2/21/2019
39.96,-75.16,4.00,4.00,2.33,2/21/2019
45.42,-75.70,2.67,3.33,2.33,2/21/2019
29.76,-95.37,3.33,3.67,2.33,2/21/2019
4.71,-74.07,3.67,4.00,2.33,2/21/2019
-27.47,153.03,2.00,3.33,2.67,2/21/2019
57.71,11.97,2.67,3.33,3.00,2/21/2019
50.72,-3.53,3.33,3.00,0.33,2/21/2019
39.95,-75.17,3.67,3.33,2.33,2/21/2019
50.06,19.94,1.33,3.33,1.67,2/21/2019
17.39,78.49,4.00,4.00,3.33,2/21/2019
42.50,-71.20,2.00,2.33,1.00,2/21/2019
42.36,-71.06,3.00,3.67,1.33,2/21/2019
42.25,-71.00,3.33,3.33,2.67,2/21/2019
-22.14,-51.39,4.00,3.67,3.33,2/21/2019
40.81,-96.70,2.00,1.67,4.00,2/21/2019
38.91,-77.04,2.67,2.00,5.00,2/21/2019
12.97,77.59,3.00,1.67,1.33,2/21/2019
-12.05,-77.04,4.00,3.33,3.00,2/21/2019
55.86,-4.25,3.33,4.00,3.00,2/21/2019
13.76,100.50,0.00,0.33,0.00,2/21/2019
51.51,-0.13,4.00,4.00,2.33,2/21/2019
38.91,-77.04,3.00,3.67,2.33,2/21/2019
38.91,-77.04,3.00,3.00,0.33,2/21/2019
-33.87,151.21,1.00,1.00,1.00,2/21/2019
29.95,-90.07,4.00,4.00,2.00,2/21/2019
32.78,-96.80,2.00,2.00,2.00,2/21/2019
45.50,-73.57,3.00,3.67,2.67,2/21/2019
